RA,Fase,Turma,Nome Anonimizado,Ano nasc,Idade,Gênero,Ano ingresso,Instituição de ensino,Pedra,INDE,Nº Av,IAA,IEG,IPS,IDA,Mat,Por,Ing,IPV,IAN,Fase Ideal,Defasagem,Ano,Data de Nasc,IPP,Escola,Ativo/ Inativo
RA-1021,FASE 1,1A,Aluno-1021,,9,Masculino,2023,Pública,Agata,6.964616667,3.0,8.0,9.2,3.77,3.3,2.5,4.0,,7.893333333,10.0,Fase 1 (3° e 4° ano),0,2023,2014-10-03 00:00:00,7.1875,,
RA-1022,FASE 1,1A,Aluno-1022,,9,Masculino,2023,Pública,Ametista,7.164616667,3.0,8.5,8.5,3.77,4.7,4.7,4.7,,7.893333333,10.0,Fase 1 (3° e 4° ano),0,2023,2/25/2014,7.1875,,
RA-1023,FASE 1,1A,Aluno-1023,,9,Feminino,2023,Pública,Topázio,9.1342,3.0,10.0,10.0,6.27,9.1,8.5,9.7,,9.06,10.0,Fase 1 (3° e 4° ano),0,2023,2014-06-05 00:00:00,8.75,,
RA-699,FASE 1,1A,Aluno-699,,10,Masculino,2022,Pública,Agata,6.389991667,3.0,8.5,8.3,3.77,6.0,5.7,6.2,,6.173333333,5.0,Fase 2 (5° e 6° ano),-1,2023,7/13/2013,5.78125,,
RA-480,FASE 1,1B,Aluno-480,,11,Feminino,2021,Pública,Topázio,8.226408333,3.0,10.0,9.7,7.52,7.9,7.2,8.5,,8.336666667,5.0,Fase 2 (5° e 6° ano),-1,2023,10/20/2012,7.96875,,
RA-678,FASE 1,1B,Aluno-678,,10,Masculino,2022,Pública,Ametista,7.570158333,3.0,8.0,8.8,6.27,7.3,6.8,7.7,,8.336666667,5.0,Fase 2 (5° e 6° ano),-1,2023,3/20/2013,7.65625,,
RA-1024,FASE 1,1B,Aluno-1024,,10,Feminino,2023,Pública,Ametista,7.788875,3.0,0.0,10.0,6.27,9.8,10.0,9.5,,8.95,5.0,Fase 2 (5° e 6° ano),-1,2023,5/17/2013,9.21875,,
RA-502,FASE 1,1B,Aluno-502,,9,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,8.749075,3.0,8.5,9.8,7.52,8.0,6.7,9.3,,8.95,10.0,Fase 1 (3° e 4° ano),0,2023,5/24/2014,7.96875,,
RA-1025,FASE 1,1B,Aluno-1025,,9,Masculino,2023,Pública,Topázio,8.215158333,3.0,8.5,8.9,7.52,7.5,7.5,7.5,,7.836666667,10.0,Fase 1 (3° e 4° ano),0,2023,12/18/2013,7.65625,,
RA-680,FASE 1,1B,Aluno-680,,11,Feminino,2019,Pública,Agata,6.5855,3.0,0.0,9.1,7.52,6.4,5.2,7.5,,7.78,5.0,Fase 2 (5° e 6° ano),-1,2023,2012-05-02 00:00:00,6.875,,
RA-1026,FASE 1,1B,Aluno-1026,,14,Feminino,2023,Pública,Agata,6.494825,3.0,8.5,9.8,7.52,3.2,2.3,4.0,,7.06,2.5,Fase 4 (9° ano),-3,2023,2009-11-06 00:00:00,6.40625,,
RA-698,FASE 1,1B,Aluno-698,,9,Masculino,2021,Pública,Ametista,7.553616667,3.0,8.5,9.9,2.52,5.7,4.3,7.0,,8.113333333,10.0,Fase 1 (3° e 4° ano),0,2023,12/20/2013,7.1875,,
RA-533,FASE 1,1B,Aluno-533,,11,Masculino,2022,Pública,Ametista,7.434866667,3.0,9.0,9.3,7.52,5.8,4.8,6.7,,7.613333333,5.0,Fase 2 (5° e 6° ano),-1,2023,2012-10-03 00:00:00,7.5,,
RA-504,FASE 1,1B,Aluno-504,,9,Feminino,2021,Pública,Topázio,8.299533333,3.0,8.0,8.3,7.52,7.9,6.5,9.2,,8.836666667,10.0,Fase 1 (3° e 4° ano),0,2023,11/18/2013,7.5,,
RA-1027,FASE 1,1B,Aluno-1027,,10,Feminino,2023,Pública,Ametista,7.748866667,3.0,9.5,9.7,7.52,6.0,4.2,7.7,,8.333333333,5.0,Fase 2 (5° e 6° ano),-1,2023,4/25/2013,7.5,,
RA-529,FASE 1,1B,Aluno-529,,13,Masculino,2020,Pública,Ametista,7.278991667,3.0,8.0,9.6,7.52,6.8,4.8,8.7,,6.893333333,5.0,Fase 3 (7° e 8° ano),-2,2023,2010-01-07 00:00:00,5.78125,,
RA-1028,FASE 1,1B,Aluno-1028,,11,Masculino,2023,Pública,Agata,6.415708333,3.0,0.0,9.2,7.52,5.0,5.0,5.0,,7.946666667,5.0,Fase 2 (5° e 6° ano),-1,2023,2/17/2012,7.34375,,
RA-686,FASE 1,1C,Aluno-686,,10,Feminino,2022,Pública,Ametista,7.9642,3.0,8.5,9.0,7.52,8.0,7.3,8.7,,8.56,5.0,Fase 2 (5° e 6° ano),-1,2023,4/19/2013,7.5,,
RA-1029,FASE 1,1C,Aluno-1029,,9,Feminino,2023,Pública,Ametista,7.058533333,3.0,10.0,6.3,3.77,5.4,3.5,7.2,,8.006666667,10.0,Fase 1 (3° e 4° ano),0,2023,2/22/2014,7.5,,
RA-1030,FASE 1,1C,Aluno-1030,,11,Masculino,2023,Pública,Ametista,7.4027,3.0,8.5,9.7,3.77,6.9,6.2,7.5,,8.39,5.0,Fase 2 (5° e 6° ano),-1,2023,2012-10-08 00:00:00,6.875,,
RA-522,FASE 1,1C,Aluno-522,,10,Masculino,2021,Pública,Ametista,7.890533333,3.0,7.5,9.2,7.52,8.3,8.3,8.2,,8.45,5.0,Fase 2 (5° e 6° ano),-1,2023,2013-08-01 00:00:00,7.083333333,,
RA-501,FASE 1,1C,Aluno-501,,10,Masculino,2021,Pública,Topázio,8.1357,3.0,7.0,8.4,7.52,8.9,9.2,8.5,,9.396666667,5.0,Fase 2 (5° e 6° ano),-1,2023,10/20/2013,8.541666667,,
RA-692,FASE 1,1C,Aluno-692,,10,Feminino,2021,Privada,Agata,6.588466667,3.0,7.4,7.7,7.52,4.6,2.8,6.3,,7.39,5.0,Fase 2 (5° e 6° ano),-1,2023,2/26/2013,6.666666667,,
RA-527,FASE 1,1C,Aluno-527,,10,Feminino,2022,Pública,Ametista,7.5682,3.0,9.0,9.1,7.52,6.5,5.7,7.2,,7.78,5.0,Fase 2 (5° e 6° ano),-1,2023,2013-03-02 00:00:00,7.5,,
RA-1031,FASE 1,1D,Aluno-1031,,10,Masculino,2023,Pública,Ametista,7.0602,3.0,8.0,8.8,7.52,5.9,4.8,7.0,,7.006666667,5.0,Fase 2 (5° e 6° ano),-1,2023,3/13/2013,6.666666667,,
RA-1032,FASE 1,1D,Aluno-1032,,10,Masculino,2023,Pública,Ametista,7.434033333,3.0,8.5,9.5,7.52,6.0,5.7,6.2,,7.563333333,5.0,Fase 2 (5° e 6° ano),-1,2023,2013-05-06 00:00:00,7.291666667,,
RA-1033,FASE 1,1D,Aluno-1033,,11,Feminino,2023,Pública,Topázio,8.126033333,3.0,9.0,8.9,7.52,7.9,7.0,8.8,,9.006666667,5.0,Fase 2 (5° e 6° ano),-1,2023,2012-09-04 00:00:00,8.125,,
RA-1034,FASE 1,1D,Aluno-1034,,10,Masculino,2023,Pública,Ametista,7.9642,3.0,7.5,9.0,7.52,8.3,7.8,8.7,,8.393333333,5.0,Fase 2 (5° e 6° ano),-1,2023,4/15/2013,8.333333333,,
RA-1035,FASE 1,1D,Aluno-1035,,9,Masculino,2023,Pública,Agata,6.888833333,3.0,0.0,8.3,7.52,5.8,4.0,7.5,,7.78,10.0,Fase 1 (3° e 4° ano),0,2023,1/31/2014,7.708333333,,
RA-730,FASE 1,1F,Aluno-730,,10,Feminino,2021,Privada,Ametista,7.979325,3.0,10.0,8.7,5.02,7.8,7.8,7.7,,8.67,5.0,Fase 2 (5° e 6° ano),-1,2023,12/17/2012,9.53125,,
RA-855,FASE 1,1F,Aluno-855,,9,Feminino,2022,Pública,Topázio,8.62995,3.0,9.5,10.0,7.52,6.8,5.2,8.3,,8.67,10.0,Fase 1 (3° e 4° ano),0,2023,11/23/2013,8.4375,,
RA-820,FASE 1,1F,Aluno-820,,10,Masculino,2022,Pública,Ametista,7.85605,3.0,7.9,7.4,7.52,8.9,9.2,8.5,,8.28,5.0,Fase 2 (5° e 6° ano),-1,2023,8/26/2013,9.0625,,
RA-738,FASE 1,1F,Aluno-738,,9,Feminino,2022,Pública,Topázio,8.123283333,3.0,8.0,9.3,7.52,6.0,4.2,7.8,,8.336666667,10.0,Fase 1 (3° e 4° ano),0,2023,2014-05-02 00:00:00,8.4375,,
RA-1036,FASE 1,1F,Aluno-1036,,11,Feminino,2023,Pública,Agata,6.970583333,3.0,0.0,9.6,3.77,8.0,9.0,7.0,,8.336666667,5.0,Fase 2 (5° e 6° ano),-1,2023,7/18/2012,9.0625,,
RA-1037,FASE 1,1F,Aluno-1037,,10,Masculino,2023,Pública,Ametista,7.655575,3.0,9.0,8.4,7.52,6.7,5.0,8.3,,8.17,5.0,Fase 2 (5° e 6° ano),-1,2023,11/19/2012,8.59375,,
RA-576,FASE 1,1F,Aluno-576,,11,Feminino,2022,Pública,Ametista,7.984741667,3.0,9.0,9.3,5.02,8.0,6.5,9.5,,8.503333333,5.0,Fase 2 (5° e 6° ano),-1,2023,8/23/2012,9.21875,,
RA-1038,FASE 1,1F,Aluno-1038,,10,Feminino,2023,Privada,Ametista,7.736825,3.0,8.0,9.3,7.52,6.5,7.5,5.5,,8.17,5.0,Fase 2 (5° e 6° ano),-1,2023,7/21/2013,8.90625,,
RA-1039,FASE 1,1F,Aluno-1039,,12,Masculino,2023,Pública,Ametista,7.686033333,3.0,8.0,9.9,7.52,6.2,6.0,6.3,,8.056666667,5.0,Fase 3 (7° e 8° ano),-2,2023,2011-05-08 00:00:00,8.125,,
RA-1040,FASE 1,1F,Aluno-1040,,11,Masculino,2023,Pública,Ametista,7.81545,3.0,10.0,9.3,7.52,6.6,5.8,7.3,,8.06,5.0,Fase 2 (5° e 6° ano),-1,2023,2011-06-12 00:00:00,7.8125,,
RA-1041,FASE 1,1F,Aluno-1041,,10,Feminino,2023,Pública,Agata,6.724116667,3.0,10.0,7.2,7.52,3.3,1.8,4.7,,8.003333333,5.0,Fase 2 (5° e 6° ano),-1,2023,4/20/2013,7.8125,,
RA-733,FASE 1,1G,Aluno-733,,9,Feminino,2022,Pública,Topázio,8.3342,3.0,10.0,8.7,7.52,6.2,4.3,8.0,,8.893333333,10.0,Fase 1 (3° e 4° ano),0,2023,12/19/2013,8.333333333,,
RA-837,FASE 1,1G,Aluno-837,,9,Masculino,2022,Pública,Topázio,8.2712,3.0,9.0,9.3,7.52,7.0,6.3,7.7,,7.836666667,10.0,Fase 1 (3° e 4° ano),0,2023,2014-07-04 00:00:00,7.916666667,,
RA-519,FASE 1,1G,Aluno-519,,10,Masculino,2022,Pública,Topázio,8.0177,3.0,9.0,9.9,7.52,7.4,7.5,7.2,,8.223333333,5.0,Fase 2 (5° e 6° ano),-1,2023,5/19/2013,7.708333333,,
RA-521,FASE 1,1G,Aluno-521,,10,Masculino,2022,Pública,Agata,6.768666667,3.0,0.0,9.9,3.77,7.9,7.0,8.7,,8.166666667,5.0,Fase 2 (5° e 6° ano),-1,2023,2013-12-03 00:00:00,7.083333333,,
RA-1042,FASE 1,1G,Aluno-1042,,10,Masculino,2023,Pública,Quartzo,5.331166667,3.0,0.0,6.5,3.77,4.3,4.0,4.5,,7.666666667,5.0,Fase 2 (5° e 6° ano),-1,2023,2013-05-07 00:00:00,7.708333333,,
RA-713,FASE 1,1G,Aluno-713,,10,Masculino,2021,Pública,Ametista,7.408033333,3.0,8.0,9.6,3.77,7.5,6.7,8.2,,8.166666667,5.0,Fase 2 (5° e 6° ano),-1,2023,2/26/2013,6.875,,
RA-736,FASE 1,1G,Aluno-736,,10,Masculino,2022,Pública,Ametista,7.600033333,3.0,8.5,9.5,6.27,6.7,4.8,8.5,,8.11,5.0,Fase 2 (5° e 6° ano),-1,2023,11/19/2012,7.708333333,,
RA-1043,FASE 1,1G,Aluno-1043,,10,Masculino,2023,Pública,Agata,6.5447,3.0,10.0,7.9,6.27,2.5,2.0,3.0,,7.833333333,5.0,Fase 2 (5° e 6° ano),-1,2023,6/29/2013,7.708333333,,
RA-716,FASE 1,1G,Aluno-716,,10,Masculino,2022,Pública,Agata,6.813366667,3.0,9.0,8.7,3.77,5.6,5.0,6.2,,7.443333333,5.0,Fase 2 (5° e 6° ano),-1,2023,3/23/2013,6.875,,
RA-1044,FASE 1,1G,Aluno-1044,,10,Feminino,2023,Pública,Ametista,7.629533333,3.0,8.0,9.7,7.52,6.1,4.5,7.7,,8.336666667,5.0,Fase 2 (5° e 6° ano),-1,2023,4/24/2013,7.5,,
RA-745,FASE 1,1G,Aluno-745,,10,Masculino,2021,Privada - Programa de Apadrinhamento,Ametista,7.668366667,3.0,9.5,9.3,3.77,7.0,5.7,8.2,,8.893333333,5.0,Fase 2 (5° e 6° ano),-1,2023,2013-04-08 00:00:00,8.125,,
RA-717,FASE 1,1G,Aluno-717,,11,Feminino,2021,Pública,Agata,6.633833333,3.0,0.0,8.5,7.52,5.9,5.5,6.3,,8.446666667,5.0,Fase 2 (5° e 6° ano),-1,2023,8/17/2012,8.125,,
RA-718,FASE 1,1G,Aluno-718,,9,Feminino,2022,Pública,Topázio,8.166866667,3.0,9.5,9.1,3.77,7.8,6.3,9.2,,8.39,10.0,Fase 1 (3° e 4° ano),0,2023,2014-11-08 00:00:00,7.916666667,,
RA-721,FASE 1,1G,Aluno-721,,9,Feminino,2021,Pública,Topázio,8.683366667,3.0,8.5,9.5,7.52,8.4,7.5,9.3,,8.443333333,10.0,Fase 1 (3° e 4° ano),0,2023,3/20/2014,8.125,,
RA-746,FASE 1,1G,Aluno-746,,9,Masculino,2022,Pública,Agata,6.517166667,3.0,0.0,8.0,3.77,7.2,6.0,8.3,,7.113333333,10.0,Fase 1 (3° e 4° ano),0,2023,2014-09-04 00:00:00,6.875,,
RA-1045,FASE 1,1H,Aluno-1045,,11,Feminino,2023,Pública,Topázio,8.089033333,3.0,9.5,9.4,7.52,7.9,6.8,9.0,,8.28,5.0,Fase 2 (5° e 6° ano),-1,2023,8/18/2012,7.708333333,,
RA-483,FASE 1,1H,Aluno-483,,12,Feminino,2019,Pública,Agata,6.3972,3.0,9.0,6.0,2.52,5.6,5.0,6.2,,8.166666667,5.0,Fase 3 (7° e 8° ano),-2,2023,9/30/2011,7.916666667,,
RA-1046,FASE 1,1H,Aluno-1046,,9,Masculino,2023,Pública,Agata,6.835833333,3.0,0.0,8.5,3.77,6.3,6.3,6.3,,8.223333333,10.0,Fase 1 (3° e 4° ano),0,2023,1/18/2014,8.541666667,,
RA-1047,FASE 1,1H,Aluno-1047,,9,Masculino,2023,Pública,Ametista,7.848366667,3.0,10.0,8.5,3.77,6.9,5.8,8.0,,7.893333333,10.0,Fase 1 (3° e 4° ano),0,2023,3/17/2014,8.125,,
RA-570,FASE 1,1H,Aluno-570,,11,Feminino,2019,Pública,Agata,6.781033333,3.0,8.5,7.3,3.77,5.9,5.7,6.0,,8.056666667,5.0,Fase 2 (5° e 6° ano),-1,2023,2012-03-01 00:00:00,8.125,,
RA-1048,FASE 1,1H,Aluno-1048,,10,Feminino,2023,Privada,Ametista,7.811366667,3.0,8.5,9.5,3.77,8.2,7.5,8.8,,8.5,5.0,Fase 2 (5° e 6° ano),-1,2023,7/20/2013,8.541666667,,
RA-1049,FASE 1,1H,Aluno-1049,,10,Masculino,2023,Pública,Ametista,7.443366667,3.0,10.0,7.7,7.52,6.3,5.5,7.0,,7.943333333,5.0,Fase 2 (5° e 6° ano),-1,2023,6/17/2013,8.125,,
RA-1050,FASE 1,1H,Aluno-1050,,11,Masculino,2023,Pública,Ametista,7.764366667,3.0,9.0,9.2,6.27,7.2,6.2,8.2,,8.223333333,5.0,Fase 2 (5° e 6° ano),-1,2023,4/15/2012,8.125,,
RA-1051,FASE 1,1H,Aluno-1051,,9,Feminino,2023,Pública,Topázio,8.534866667,3.0,8.5,8.9,6.27,8.4,7.0,9.8,,8.613333333,10.0,Fase 1 (3° e 4° ano),0,2023,1/14/2014,8.75,,
RA-707,FASE 1,1H,Aluno-707,,11,Feminino,2020,Pública,Agata,6.518,3.0,0.0,9.8,3.77,6.5,5.5,7.5,,7.946666667,5.0,Fase 2 (5° e 6° ano),-1,2023,2012-01-03 00:00:00,7.916666667,,
RA-1052,FASE 1,1H,Aluno-1052,,9,Masculino,2023,Pública,Agata,6.960333333,3.0,0.0,9.0,7.52,5.3,5.0,5.5,,7.833333333,10.0,Fase 1 (3° e 4° ano),0,2023,2014-04-06 00:00:00,7.916666667,,
RA-580,FASE 1,1H,Aluno-580,,11,Feminino,2020,Pública,Topázio,8.4712,3.0,8.5,9.8,7.52,9.0,8.7,9.3,,8.67,5.0,Fase 2 (5° e 6° ano),-1,2023,2/15/2012,8.75,,
RA-581,FASE 1,1H,Aluno-581,,11,Masculino,2019,Pública,Ametista,7.7167,3.0,8.0,9.8,7.52,7.9,7.0,8.8,,7.393333333,5.0,Fase 2 (5° e 6° ano),-1,2023,2/24/2012,6.458333333,,
RA-735,FASE 1,1J,Aluno-735,,11,Feminino,2021,Pública,Ametista,7.184,3.0,0.0,9.0,7.52,8.1,7.7,8.5,,8.393333333,5.0,Fase 2 (5° e 6° ano),-1,2023,6/29/2012,8.333333333,,
RA-710,FASE 1,1J,Aluno-710,,11,Masculino,2020,Pública,Ametista,7.0582,3.0,9.5,9.0,3.77,6.5,5.7,7.3,,7.113333333,5.0,Fase 2 (5° e 6° ano),-1,2023,2012-01-03 00:00:00,7.083333333,,
RA-712,FASE 1,1J,Aluno-712,,12,Masculino,2019,Pública,Agata,6.331533333,3.0,9.5,5.6,3.14,6.7,5.5,7.8,,6.836666667,5.0,Fase 3 (7° e 8° ano),-2,2023,3/13/2011,7.5,,
RA-549,FASE 1,1J,Aluno-549,,11,Masculino,2021,Pública,Ametista,7.0297,3.0,9.5,8.1,5.02,6.4,5.5,7.2,,7.5,5.0,Fase 2 (5° e 6° ano),-1,2023,2012-07-05 00:00:00,6.875,,
RA-679,FASE 1,1J,Aluno-679,,11,Masculino,2020,Pública,Agata,6.138366667,3.0,7.5,7.5,5.02,3.6,2.0,5.2,,7.393333333,5.0,Fase 2 (5° e 6° ano),-1,2023,3/16/2012,6.875,,
RA-571,FASE 1,1J,Aluno-571,,12,Feminino,2019,Privada,Agata,6.6097,3.0,9.0,7.9,3.77,5.0,3.8,6.2,,7.616666667,5.0,Fase 3 (7° e 8° ano),-2,2023,9/18/2011,7.291666667,,
RA-714,FASE 1,1J,Aluno-714,,12,Masculino,2019,Pública,Agata,6.078666667,3.0,0.0,8.0,3.14,7.4,6.7,8.0,,7.223333333,5.0,Fase 3 (7° e 8° ano),-2,2023,6/30/2011,7.5,,
RA-737,FASE 1,1J,Aluno-737,,9,Feminino,2022,Pública,Topázio,8.048033333,3.0,9.5,7.8,7.52,7.5,7.0,8.0,,7.783333333,10.0,Fase 1 (3° e 4° ano),0,2023,10/29/2013,7.291666667,,
RA-577,FASE 1,1J,Aluno-577,,11,Feminino,2022,Pública,Ametista,7.219366667,3.0,10.0,8.2,3.77,7.4,6.5,8.3,,7.673333333,5.0,Fase 2 (5° e 6° ano),-1,2023,3/25/2012,6.875,,
RA-1053,FASE 1,1J,Aluno-1053,,9,Masculino,2023,Pública,Ametista,7.776166667,3.0,0.0,9.1,6.27,8.6,7.8,9.3,,8.616666667,10.0,Fase 1 (3° e 4° ano),0,2023,8/18/2014,8.958333333,,
RA-731,FASE 1,1J,Aluno-731,,11,Feminino,2019,Pública,Agata,6.7742,3.0,8.5,7.6,3.14,6.8,6.2,7.3,,7.45,5.0,Fase 2 (5° e 6° ano),-1,2023,4/24/2012,7.5,,
RA-552,FASE 1,1J,Aluno-552,,12,Masculino,2022,Pública,Quartzo,5.248666667,3.0,0.0,5.6,3.14,6.4,6.5,6.2,,6.89,5.0,Fase 3 (7° e 8° ano),-2,2023,2011-09-02 00:00:00,6.666666667,,
RA-1054,FASE 1,1J,Aluno-1054,,12,Masculino,2023,Pública,Ametista,7.459533333,3.0,8.5,8.6,7.52,6.6,5.0,8.2,,7.836666667,5.0,Fase 3 (7° e 8° ano),-2,2023,2010-02-12 00:00:00,7.5,,
RA-1055,FASE 1,1J,Aluno-1055,,11,Masculino,2023,Pública,Quartzo,5.9765,3.0,0.0,7.2,7.52,5.5,6.0,5.0,,7.276666667,5.0,Fase 2 (5° e 6° ano),-1,2023,2/18/2012,7.291666667,,
RA-597,FASE 1,1K,Aluno-597,,10,Masculino,2022,Pública,Topázio,8.49045,3.0,10.0,9.6,7.52,8.5,7.8,9.2,,8.56,5.0,Fase 2 (5° e 6° ano),-1,2023,2/21/2013,9.0625,,
RA-624,FASE 1,1K,Aluno-624,,11,Masculino,2022,Pública,Topázio,8.270825,3.0,9.0,9.2,7.52,8.6,8.3,8.8,,8.39,5.0,Fase 2 (5° e 6° ano),-1,2023,2012-02-08 00:00:00,8.90625,,
RA-776,FASE 1,1K,Aluno-776,,10,Feminino,2022,Privada - Programa de Apadrinhamento,Quartzo,5.567916667,3.0,0.0,7.0,7.52,3.5,4.2,2.7,,7.223333333,5.0,Fase 2 (5° e 6° ano),-1,2023,2013-02-06 00:00:00,7.8125,,
RA-600,FASE 1,1K,Aluno-600,,10,Feminino,2021,Pública,Ametista,7.651658333,3.0,8.5,8.4,7.52,7.2,6.5,7.8,,8.056666667,5.0,Fase 2 (5° e 6° ano),-1,2023,3/15/2013,8.28125,,
RA-1056,FASE 1,1K,Aluno-1056,,9,Masculino,2023,Pública,Topázio,8.551741667,3.0,8.5,9.6,7.52,8.1,7.8,8.3,,8.113333333,10.0,Fase 1 (3° e 4° ano),0,2023,4/30/2014,7.96875,,
RA-791,FASE 1,1K,Aluno-791,,12,Feminino,2022,Pública,Agata,6.247916667,3.0,0.0,8.1,7.52,5.3,6.0,4.5,,7.723333333,5.0,Fase 3 (7° e 8° ano),-2,2023,2011-02-10 00:00:00,7.8125,,
RA-601,FASE 1,1K,Aluno-601,,9,Masculino,2021,Pública,Topázio,8.955783333,3.0,9.0,10.0,7.52,8.7,8.0,9.3,,8.336666667,10.0,Fase 1 (3° e 4° ano),0,2023,6/19/2014,9.0625,,
RA-762,FASE 1,1K,Aluno-762,,13,Masculino,2022,Pública,Ametista,7.09945,3.0,10.0,9.1,3.14,5.8,6.2,5.3,,7.67,5.0,Fase 3 (7° e 8° ano),-2,2023,6/28/2010,7.8125,,
RA-778,FASE 1,1K,Aluno-778,,10,Feminino,2021,Pública,Ametista,7.926825,3.0,8.5,7.9,7.52,8.2,7.3,9.0,,8.62,5.0,Fase 2 (5° e 6° ano),-1,2023,2013-11-07 00:00:00,8.90625,,
RA-628,FASE 1,1K,Aluno-628,,12,Masculino,2022,Pública,Topázio,8.370325,3.0,9.5,8.9,7.52,9.4,9.0,9.7,,8.45,5.0,Fase 3 (7° e 8° ano),-2,2023,10/22/2011,8.28125,,
RA-606,FASE 1,1K,Aluno-606,,10,Masculino,2022,Pública,Ametista,7.402491667,3.0,8.5,8.5,7.52,6.0,4.7,7.2,,8.223333333,5.0,Fase 2 (5° e 6° ano),-1,2023,12/18/2012,7.65625,,
RA-766,FASE 1,1K,Aluno-766,,11,Feminino,2020,Pública,Topázio,8.008408333,3.0,10.0,8.7,4.39,8.7,9.2,8.2,,8.336666667,5.0,Fase 2 (5° e 6° ano),-1,2023,5/21/2012,9.21875,,
RA-607,FASE 1,1K,Aluno-607,,11,Masculino,2022,Pública,Ametista,7.333075,3.0,8.0,7.5,7.52,6.8,4.8,8.7,,8.17,5.0,Fase 2 (5° e 6° ano),-1,2023,8/17/2012,7.96875,,
RA-608,FASE 1,1K,Aluno-608,,10,Masculino,2022,Pública,Ametista,7.401741667,3.0,10.0,7.5,7.52,6.2,6.0,6.3,,8.113333333,5.0,Fase 2 (5° e 6° ano),-1,2023,12/20/2012,7.96875,,
RA-788,FASE 1,1K,Aluno-788,,9,Masculino,2021,Pública,Ametista,7.806091667,3.0,7.9,9.8,2.52,6.9,6.0,7.8,,8.283333333,10.0,Fase 1 (3° e 4° ano),0,2023,2014-11-03 00:00:00,7.65625,,
RA-784,FASE 1,1L,Aluno-784,,10,Feminino,2022,Pública,Topázio,8.171366667,3.0,10.0,9.5,7.52,7.3,6.5,8.0,,8.783333333,5.0,Fase 2 (5° e 6° ano),-1,2023,4/24/2013,8.125,,
RA-785,FASE 1,1L,Aluno-785,,10,Feminino,2022,Pública,Topázio,8.137866667,3.0,9.0,8.5,7.52,8.8,8.2,9.4,,8.67,5.0,Fase 2 (5° e 6° ano),-1,2023,7/19/2013,7.916666667,,
RA-587,FASE 1,1L,Aluno-587,,11,Masculino,2022,Pública,Agata,6.032033333,3.0,8.5,7.0,7.52,2.7,2.2,3.2,,6.72,5.0,Fase 2 (5° e 6° ano),-1,2023,2012-04-04 00:00:00,6.458333333,,
RA-790,FASE 1,1L,Aluno-790,,12,Masculino,2022,Pública,Agata,6.707666667,3.0,0.0,8.1,7.52,7.4,7.2,7.5,,8.286666667,5.0,Fase 3 (7° e 8° ano),-2,2023,2011-08-10 00:00:00,7.083333333,,
RA-663,FASE 1,1L,Aluno-663,,11,Masculino,2022,Pública,Agata,6.969133333,3.0,6.9,7.4,7.52,7.0,6.7,7.3,,7.393333333,5.0,Fase 2 (5° e 6° ano),-1,2023,2/17/2012,6.666666667,,
RA-664,FASE 1,1L,Aluno-664,,11,Feminino,2022,Pública,Topázio,8.0872,3.0,9.0,9.6,7.52,8.0,8.0,8.0,,8.116666667,5.0,Fase 2 (5° e 6° ano),-1,2023,8/29/2012,7.916666667,,
RA-761,FASE 1,1L,Aluno-761,,10,Masculino,2022,Pública,Topázio,8.219533333,3.0,9.0,9.7,7.52,8.4,8.7,8.0,,8.12,5.0,Fase 2 (5° e 6° ano),-1,2023,1/23/2013,8.333333333,,
RA-1057,FASE 1,1L,Aluno-1057,,9,Feminino,2023,Pública,Topázio,8.4827,3.0,10.0,10.0,7.52,6.3,6.5,6.0,,8.34,10.0,Fase 1 (3° e 4° ano),0,2023,1/17/2014,8.125,,
RA-629,FASE 1,1L,Aluno-629,,10,Feminino,2022,Pública,Topázio,8.013866667,3.0,10.0,9.4,7.52,7.5,7.0,8.0,,7.95,5.0,Fase 2 (5° e 6° ano),-1,2023,3/21/2013,7.916666667,,
RA-832,FASE 1,1L,Aluno-832,,10,Masculino,2022,Pública,Topázio,8.2697,3.0,10.0,9.5,7.52,8.5,9.2,7.7,,8.283333333,5.0,Fase 2 (5° e 6° ano),-1,2023,7/21/2013,7.708333333,,
RA-594,FASE 1,1L,Aluno-594,,11,Masculino,2022,Pública,Agata,6.702033333,3.0,8.5,7.1,6.27,5.8,6.2,5.3,,7.336666667,5.0,Fase 2 (5° e 6° ano),-1,2023,8/28/2012,6.875,,
RA-617,FASE 1,1L,Aluno-617,,11,Feminino,2021,Pública,Agata,6.816166667,3.0,0.0,9.0,7.52,6.9,5.5,8.2,,8.116666667,5.0,Fase 2 (5° e 6° ano),-1,2023,10/31/2011,7.708333333,,
RA-767,FASE 1,1L,Aluno-767,,11,Masculino,2021,Pública,Ametista,7.3807,3.0,10.0,8.3,7.52,6.3,6.5,6.0,,7.446666667,5.0,Fase 2 (5° e 6° ano),-1,2023,4/19/2012,7.291666667,,
RA-1058,FASE 1,1L,Aluno-1058,,9,Feminino,2023,Pública,Ametista,7.356533333,3.0,10.0,8.7,3.14,5.4,4.0,6.7,,7.62,10.0,Fase 1 (3° e 4° ano),0,2023,2014-09-04 00:00:00,7.083333333,,
RA-747,FASE 1,1L,Aluno-747,,11,Feminino,2022,Pública,Agata,6.026366667,3.0,10.0,8.0,3.14,3.1,1.2,5.0,,6.94,5.0,Fase 2 (5° e 6° ano),-1,2023,11/30/2011,6.041666667,,
