RA,Nome Anonimizado,Fase,Pedra atual,INDE atual,prob_lgbm,prob_xgb,prob_mlp,prob_stacking,prob_final,top_3_fatores,faixa_risco,prob_experimental
RA-1517,Aluno-1517,3,Agata,6.240744444466667,0.6698,0.6482,0.8275,0.6725,0.5655,IPS_z_faseAno(+0.24) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.5455
RA-891,Aluno-891,0,Topázio,8.035957575700001,0.601,0.6769,0.7593,0.6517,0.5646,Idade(+0.22) | FaseIdeal_num(−0.19) | IPV(+0.18),Médio,0.4849
RA-696,Aluno-696,2,Ametista,7.482680952299999,0.6688,0.7381,0.4144,0.5096,0.5646,Defasagem(−0.42) | Idade(+0.22) | IAA_decile_fase(+0.22),Médio,0.6597
RA-390,Aluno-390,3,Agata,6.5472236842,0.7052,0.7343,0.336,0.4101,0.5646,Defasagem(−0.31) | IPS_z_faseAno(+0.23) | Idade(+0.19),Médio,0.6352
RA-990,Aluno-990,1,Ametista,7.812283333400001,0.6497,0.6281,0.8634,0.7472,0.5641,IPV(+0.35) | Idade(+0.22) | gap_Por_Ing(−0.15),Médio,0.5574
RA-802,Aluno-802,2,Ametista,7.8317974025,0.6132,0.5776,0.7969,0.6439,0.5638,gap_Por_Ing(+0.30) | Defasagem(−0.20) | Idade(+0.19),Médio,0.5189
RA-382,Aluno-382,4,Quartzo,5.805712280733333,0.6393,0.6419,0.4627,0.4785,0.5638,IPV(−0.22) | Idade(+0.18) | age_fase_excess(+0.17),Médio,0.5244
RA-1043,Aluno-1043,1,Ametista,7.539847562500002,0.6679,0.607,0.8451,0.7488,0.5629,gap_Por_Ing(+0.31) | IPV(−0.20) | Idade(+0.18),Médio,0.5713
RA-646,Aluno-646,3,Ametista,7.715491666666668,0.6631,0.6224,0.7641,0.6986,0.5628,Idade(+0.20) | IPV(+0.20) | gap_Mat_Por(−0.16),Médio,0.5461
RA-1568,Aluno-1568,4,Ametista,7.8003261438,0.6359,0.6523,0.7396,0.5778,0.5621,Ing(−0.29) | IPV(+0.24) | IPS_z_faseAno(+0.17),Médio,0.4938
RA-470,Aluno-470,4,Agata,6.981130848,0.7665,0.7593,0.3929,0.5169,0.5614,IPS_z_faseAno(+0.26) | Defasagem(−0.24) | Idade(+0.21),Médio,0.6782
RA-1452,Aluno-1452,2,Topázio,8.6268666667,0.6949,0.7037,0.5312,0.4366,0.5614,Defasagem(−0.25) | gap_Por_Ing(+0.23) | Idade(+0.23),Médio,0.6157
RA-1468,Aluno-1468,2,Topázio,8.1281028822,0.6081,0.5339,0.4681,0.368,0.5608,gap_Por_Ing(+0.36) | Defasagem(−0.30) | Idade(+0.22),Médio,0.5239
RA-1574,Aluno-1574,4,Ametista,7.777244180000001,0.6428,0.6085,0.6924,0.5562,0.5589,IPV(+0.32) | Ing(−0.25) | IPS_z_faseAno(+0.21),Médio,0.5079
RA-898,Aluno-898,1,Ametista,7.8661333334,0.6522,0.53,0.2616,0.2671,0.5581,IPV(+0.34) | Idade(+0.22) | gap_Mat_Por(−0.18),Médio,0.4721
RA-623,Aluno-623,3,Agata,6.357733333300001,0.6969,0.7151,0.4459,0.4237,0.5578,Idade(+0.26) | age_fase_excess(+0.22) | IPV(−0.20),Médio,0.6813
RA-571,Aluno-571,2,Agata,6.2964554347999995,0.7612,0.7865,0.5638,0.5934,0.5561,IAA_decile_fase(+0.24) | IPV(−0.20) | Idade(+0.19),Médio,0.7214
RA-893,Aluno-893,1,Topázio,8.8910333334,0.6297,0.6188,0.6349,0.4793,0.5559,Idade(+0.23) | gap_Mat_Por(−0.20) | Defasagem(−0.20),Médio,0.5282
RA-704,Aluno-704,1,Agata,6.8121156785000005,0.7483,0.8165,0.7168,0.6506,0.5559,IAA_decile_fase(+0.24) | IPV(−0.21) | Idade(+0.20),Médio,0.7244
RA-584,Aluno-584,3,Agata,6.752914393933334,0.5546,0.5136,0.3303,0.3636,0.5558,Defasagem(−0.29) | IPS_z_faseAno(+0.20) | Idade(+0.17),Médio,0.4165
RA-352,Aluno-352,4,Quartzo,5.9794829346,0.586,0.5797,0.2916,0.3074,0.5557,Defasagem(−0.29) | Idade(+0.18) | gap_Por_Ing(+0.17),Médio,0.4538
RA-424,Aluno-424,4,Ametista,7.341187280733334,0.6471,0.7144,0.355,0.4644,0.5537,Defasagem(−0.26) | gap_Por_Ing(+0.26) | IPS_z_faseAno(+0.22),Médio,0.5844
RA-594,Aluno-594,2,Agata,6.890966666600001,0.6364,0.6958,0.4547,0.4196,0.5533,Defasagem(−0.32) | IAA_decile_fase(+0.21) | Idade(+0.20),Médio,0.5834
RA-645,Aluno-645,2,Ametista,7.502239394,0.6769,0.728,0.706,0.6265,0.5527,Defasagem(−0.38) | Idade(+0.24) | IAA_decile_fase(+0.23),Médio,0.6459
RA-1093,Aluno-1093,3,Topázio,8.5079027778,0.6283,0.5725,0.3182,0.326,0.5524,Defasagem(−0.35) | IPV_z_faseAno(+0.29) | Idade(+0.24),Médio,0.5279
RA-408,Aluno-408,3,Agata,6.5276296297,0.6477,0.6271,0.4787,0.4348,0.5517,Defasagem(−0.32) | Idade(+0.22) | age_fase_excess(+0.18),Médio,0.5567
RA-1572,Aluno-1572,4,Topázio,8.080345634866667,0.6056,0.6547,0.7574,0.5823,0.5508,IPV(+0.25) | Ing(−0.24) | IPS_z_faseAno(+0.19),Médio,0.5156
RA-1627,Aluno-1627,6,Ametista,7.481547222200001,0.6664,0.6697,0.7386,0.6015,0.5495,Ing(−0.32) | Idade(+0.20) | IPV(+0.20),Médio,0.515
RA-1081,Aluno-1081,4,Topázio,8.5452952381,0.6505,0.6415,0.809,0.6962,0.5494,Defasagem(−0.44) | IPV(+0.26) | Ing(−0.22),Médio,0.5482
RA-1077,Aluno-1077,3,Quartzo,5.543865740733334,0.6202,0.6131,0.2563,0.238,0.5493,Defasagem(−0.28) | gap_Por_Ing(+0.20) | Idade(+0.19),Médio,0.4854
RA-1040,Aluno-1040,2,Ametista,7.764199999900001,0.5908,0.6462,0.6974,0.5947,0.549,gap_Por_Ing(+0.28) | Idade(+0.19) | IPV(−0.17),Médio,0.5575
RA-549,Aluno-549,2,Agata,6.5398187888,0.4899,0.5107,0.3319,0.3092,0.5488,IPV(−0.22) | Idade(+0.17) | Defasagem(−0.13),Médio,0.3921
RA-666,Aluno-666,3,Topázio,8.185838802933334,0.5939,0.6533,0.8526,0.731,0.5486,Defasagem(−0.34) | IPV_z_faseAno(+0.27) | Idade(+0.23),Médio,0.5841
RA-376,Aluno-376,3,Quartzo,5.896573588800001,0.7149,0.7097,0.2996,0.4279,0.548,Idade(+0.21) | IPV(−0.19) | gap_Por_Ing(+0.16),Médio,0.6325
RA-331,Aluno-331,3,Agata,6.231045707066668,0.704,0.7289,0.3305,0.4626,0.5476,IPS_z_faseAno(+0.24) | IPV(−0.24) | Idade(+0.20),Médio,0.6179
RA-458,Aluno-458,3,Quartzo,5.680161507933333,0.6677,0.6689,0.6212,0.52,0.5475,Idade(+0.20) | age_fase_excess(+0.19) | IPV(−0.16),Médio,0.5881
RA-592,Aluno-592,3,Ametista,7.121622213600001,0.678,0.6732,0.4697,0.4767,0.547,Defasagem(−0.44) | Ing(−0.35) | pedra_delta_1(+0.16),Médio,0.6071
RA-1411,Aluno-1411,1,Agata,6.886950000000001,0.634,0.632,0.3044,0.2913,0.5467,Idade(+0.24) | age_fase_excess(−0.16) | IPV(+0.15),Médio,0.5598
RA-731,Aluno-731,2,Quartzo,4.7704873377000006,0.5656,0.5132,0.4341,0.4361,0.5466,IPV(−0.22) | Idade(+0.17) | Defasagem(−0.12),Médio,0.4164
RA-1474,Aluno-1474,2,Ametista,7.384207505200001,0.5752,0.5975,0.3803,0.3263,0.5442,gap_Por_Ing(+0.36) | Defasagem(−0.25) | Idade(+0.15),Médio,0.5064
RA-1436,Aluno-1436,1,Ametista,7.589914648100001,0.6102,0.6621,0.5694,0.497,0.5418,gap_Por_Ing(+0.39) | Idade(+0.21) | IPV(−0.20),Médio,0.5856
RA-367,Aluno-367,4,Ametista,7.209434085200001,0.5404,0.5501,0.3562,0.3189,0.5411,Defasagem(−0.39) | Ing(−0.25) | Idade(+0.16),Médio,0.4273
RA-1402,Aluno-1402,1,Topázio,8.588040909100002,0.6545,0.7428,0.6348,0.4997,0.541,Defasagem(−0.31) | Idade(+0.23) | IPV(+0.16),Médio,0.6816
RA-1578,Aluno-1578,4,Ametista,7.880605848,0.5218,0.4564,0.4849,0.297,0.5403,Defasagem(−0.41) | Ing(−0.31) | IPV(+0.25),Médio,0.3425
RA-632,Aluno-632,3,Ametista,7.515491249000001,0.6356,0.6415,0.2917,0.3017,0.539,Defasagem(−0.42) | Idade(+0.21) | pedra_delta_1(+0.17),Médio,0.5464
RA-490,Aluno-490,3,Ametista,7.368084290266667,0.5623,0.4971,0.5727,0.4649,0.5381,Defasagem(−0.32) | IPS_z_faseAno(+0.19) | IPV(−0.18),Médio,0.434
RA-359,Aluno-359,4,Ametista,7.492006349133335,0.5331,0.5859,0.4084,0.3569,0.5378,Defasagem(−0.43) | Ing(−0.25) | IPV(+0.23),Médio,0.4067
RA-1136,Aluno-1136,3,Quartzo,5.458179831866667,0.6714,0.6423,0.3388,0.4056,0.5375,IPV(−0.25) | Idade(+0.19) | age_fase_excess(+0.19),Médio,0.5594
RA-796,Aluno-796,2,Ametista,7.052457703200001,0.6395,0.6575,0.6967,0.6133,0.5355,IPV(−0.23) | Idade(+0.22) | Defasagem(−0.14),Médio,0.6028
RA-1502,Aluno-1502,2,Agata,6.886091025600001,0.6377,0.6449,0.5178,0.4767,0.5353,Idade(+0.21) | age_fase_excess(−0.17) | IPV(−0.15),Médio,0.6306
RA-1504,Aluno-1504,2,Agata,6.057060605999999,0.6519,0.6556,0.7868,0.6471,0.5352,IPV(−0.19) | Idade(+0.18) | gap_Por_Ing(+0.15),Médio,0.5535
RA-111,Aluno-111,5,Topázio,8.667693939400001,0.5673,0.5716,0.3905,0.4301,0.5351,Defasagem(−0.38) | IPV_z_faseAno(+0.28) | IPV(+0.26),Médio,0.5019
RA-237,Aluno-237,5,Ametista,7.931384271366667,0.6075,0.6427,0.8465,0.7026,0.535,IPV(+0.26) | Ing(−0.23) | Idade(+0.15),Médio,0.5311
RA-425,Aluno-425,4,Topázio,9.0166166667,0.6175,0.5762,0.5591,0.5009,0.5344,Defasagem(−0.38) | IPV(+0.27) | Idade(+0.18),Médio,0.4895
RA-716,Aluno-716,1,Agata,6.2372943675000005,0.6498,0.6484,0.6627,0.6008,0.5336,IPV(−0.23) | Idade(+0.18) | gap_Por_Ing(−0.13),Médio,0.5774
RA-250,Aluno-250,4,Topázio,9.049892592566668,0.6192,0.5791,0.7349,0.5991,0.5336,Defasagem(−0.40) | IPV(+0.28) | Idade(+0.18),Médio,0.4552
RA-1495,Aluno-1495,2,Topázio,8.4845030302,0.7384,0.759,0.7198,0.5868,0.5325,gap_Por_Ing(+0.34) | Defasagem(−0.28) | Idade(+0.24),Médio,0.6441
RA-603,Aluno-603,3,Agata,6.942277777866667,0.5733,0.5554,0.4157,0.3195,0.5324,Defasagem(−0.25) | Idade(+0.18) | IPV(−0.16),Médio,0.4332
RA-500,Aluno-500,3,Topázio,8.077708333333334,0.5492,0.6373,0.483,0.469,0.532,Defasagem(−0.36) | IPV_z_faseAno(+0.28) | Idade(+0.19),Médio,0.5583
RA-1440,Aluno-1440,1,Ametista,7.469102691500001,0.6377,0.6225,0.3177,0.3205,0.5318,IPV(+0.30) | Idade(+0.24) | age_fase_excess(−0.15),Médio,0.5602
RA-113,Aluno-113,5,Ametista,7.043536903066667,0.6249,0.702,0.8484,0.728,0.5312,IPV(−0.23) | IPS_z_faseAno(+0.22) | Idade(+0.21),Médio,0.5346
RA-700,Aluno-700,1,Ametista,7.005745454500001,0.5829,0.6747,0.3422,0.4281,0.5311,IPV(−0.24) | Idade(+0.19) | age_fase_excess(−0.15),Médio,0.5709
RA-1624,Aluno-1624,6,Ametista,7.743213492066667,0.6016,0.5889,0.7168,0.5387,0.5307,Ing(−0.36) | IPS_z_faseAno(+0.22) | Idade(+0.18),Médio,0.4751
RA-484,Aluno-484,3,Quartzo,3.8354776573333336,0.634,0.6104,0.363,0.3841,0.5306,Defasagem(−0.29) | IAA_decile_fase(+0.17) | Idade(+0.17),Médio,0.5164
RA-1461,Aluno-1461,2,Agata,6.871961904800001,0.6276,0.6615,0.3106,0.3233,0.5305,IPV(−0.24) | Idade(+0.21) | age_fase_excess(−0.16),Médio,0.5942
RA-855,Aluno-855,2,Topázio,8.578533333400001,0.6779,0.6894,0.8045,0.6773,0.5302,gap_Por_Ing(+0.40) | Defasagem(−0.20) | Idade(+0.19),Médio,0.6451
RA-605,Aluno-605,3,Agata,6.0175222222,0.5749,0.6009,0.3699,0.3871,0.5295,Defasagem(−0.27) | Idade(+0.19) | age_fase_excess(−0.14),Médio,0.498
RA-1034,Aluno-1034,2,Topázio,8.0333666666,0.619,0.6485,0.8251,0.7008,0.5294,Defasagem(−0.37) | Idade(+0.23) | IAA_decile_fase(+0.19),Médio,0.5482
RA-897,Aluno-897,0,Quartzo,5.2212050505,0.6088,0.6508,0.8653,0.7138,0.5291,IAA_decile_fase(+0.20) | Idade(+0.16) | IPV(−0.15),Médio,0.5465
RA-1098,Aluno-1098,3,Agata,6.5744562514,0.6114,0.5567,0.3435,0.3202,0.5289,Defasagem(−0.34) | Idade(+0.21) | age_fase_excess(+0.21),Médio,0.4929
RA-1227,Aluno-1227,7,Quartzo,4.8446,0.5781,0.606,0.4722,0.3381,0.5288,Defasagem(−0.32) | Idade(+0.19) | age_fase_excess(−0.14),Médio,0.5007
RA-1230,Aluno-1230,7,Quartzo,4.7612000000000005,0.6047,0.6364,0.6953,0.4901,0.5285,Defasagem(−0.32) | Idade(+0.19) | age_fase_excess(−0.15),Médio,0.5335
RA-91,Aluno-91,6,Ametista,7.426704761933335,0.6586,0.6819,0.3375,0.4286,0.5284,Ing(−0.32) | Idade(+0.21) | IPV(+0.20),Médio,0.5445
RA-1137,Aluno-1137,3,Ametista,7.1837526524666675,0.5252,0.4882,0.2569,0.214,0.5282,Defasagem(−0.39) | Idade(+0.21) | gap_IAA_IEG(+0.15),Médio,0.439
RA-1647,Aluno-1647,9,,,0.6362,0.7443,0.2589,0.2541,0.5282,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4443
RA-1638,Aluno-1638,9,,,0.6362,0.7443,0.2612,0.2554,0.5282,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4443
RA-1656,Aluno-1656,9,,,0.6366,0.7357,0.2625,0.2553,0.5282,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4391
RA-1658,Aluno-1658,9,,,0.6366,0.7357,0.263,0.2556,0.5282,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4391
RA-1650,Aluno-1650,9,,,0.6366,0.7357,0.2625,0.2553,0.5282,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4391
RA-1652,Aluno-1652,9,,,0.6362,0.7443,0.2589,0.2541,0.5282,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4443
RA-1651,Aluno-1651,9,,,0.6366,0.7357,0.267,0.2579,0.5282,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4391
RA-1659,Aluno-1659,9,,,0.6366,0.7357,0.2674,0.2581,0.5282,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4391
RA-1649,Aluno-1649,9,,,0.6366,0.7357,0.2622,0.2552,0.5282,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4391
RA-1648,Aluno-1648,9,,,0.6366,0.7357,0.267,0.2579,0.5282,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4391
RA-1646,Aluno-1646,9,,,0.6366,0.7357,0.2674,0.2581,0.5282,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4391
RA-1645,Aluno-1645,9,,,0.6366,0.7357,0.2622,0.2552,0.5282,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4391
RA-1644,Aluno-1644,9,,,0.6366,0.7357,0.2674,0.2581,0.5282,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4391
RA-1643,Aluno-1643,9,,,0.6366,0.7357,0.2625,0.2553,0.5282,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4391
RA-1642,Aluno-1642,9,,,0.6366,0.7357,0.2669,0.2578,0.5282,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4391
RA-1641,Aluno-1641,9,,,0.6366,0.7357,0.263,0.2556,0.5282,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4391
RA-1660,Aluno-1660,9,,,0.6362,0.7443,0.2611,0.2554,0.5282,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4443
RA-1657,Aluno-1657,9,,,0.6366,0.7357,0.2681,0.2584,0.5282,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4391
RA-1639,Aluno-1639,9,,,0.6366,0.7357,0.2674,0.2581,0.5282,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4391
RA-1637,Aluno-1637,9,,,0.6366,0.7357,0.2622,0.2552,0.5282,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4391
RA-1653,Aluno-1653,9,,,0.6366,0.7357,0.2681,0.2584,0.5282,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4391
RA-1655,Aluno-1655,9,,,0.6362,0.7443,0.2584,0.2538,0.5282,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4443
RA-1640,Aluno-1640,9,,,0.6362,0.7443,0.2587,0.2541,0.5282,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4443
RA-1654,Aluno-1654,9,,,0.6366,0.7357,0.267,0.2579,0.5282,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4391
RA-1661,Aluno-1661,9,,,0.6362,0.7443,0.2614,0.2555,0.5282,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4443
RA-171,Aluno-171,6,Ametista,7.328933333333333,0.7181,0.7541,0.8346,0.7532,0.5268,Ing(−0.36) | pedra_delta_1(+0.16) | IAA_decile_fase(+0.16),Médio,0.614
RA-1547,Aluno-1547,3,Agata,6.748480626800001,0.6734,0.7215,0.8053,0.6769,0.5268,Idade(+0.22) | gap_Mat_Por(−0.18) | IPV(−0.16),Médio,0.6273
RA-1460,Aluno-1460,2,Agata,6.784805263200001,0.5185,0.5002,0.3148,0.2366,0.5264,Defasagem(−0.29) | Idade(+0.17) | IPV(−0.13),Médio,0.3786
RA-956,Aluno-956,1,Agata,6.1175906455,0.5919,0.5974,0.3404,0.3158,0.5262,IPV(−0.25) | age_fase_excess(+0.22) | Idade(+0.21),Médio,0.5141
RA-387,Aluno-387,3,Agata,6.125500000000001,0.757,0.7863,0.8534,0.7847,0.526,IAA_decile_fase(+0.24) | IPV(−0.21) | Idade(+0.20),Médio,0.7178
RA-1029,Aluno-1029,1,Ametista,7.797790909100001,0.5596,0.6159,0.5361,0.4673,0.526,gap_Por_Ing(+0.39) | Idade(+0.19) | IPV(−0.16),Médio,0.5872
RA-1614,Aluno-1614,5,Agata,6.787898989933334,0.6292,0.6752,0.4244,0.3958,0.525,Ing(−0.43) | IPV(−0.25) | Idade(+0.16),Médio,0.5333
RA-125,Aluno-125,6,Agata,6.627079761933334,0.6988,0.6937,0.7999,0.725,0.525,Ing(−0.46) | IPV(−0.25) | IPS_z_faseAno(+0.16),Médio,0.6151
RA-286,Aluno-286,5,Quartzo,5.123180882333333,0.6687,0.7109,0.7915,0.7178,0.5246,IAA_decile_fase(+0.22) | IPV(−0.22) | Idade(+0.20),Médio,0.6445
RA-1520,Aluno-1520,3,Ametista,7.0026462121333335,0.6511,0.645,0.7373,0.6212,0.5245,age_fase_excess(+0.29) | IPV(−0.24) | Idade(+0.23),Médio,0.5887
RA-1414,Aluno-1414,1,Topázio,8.840007359300001,0.5661,0.5409,0.3183,0.2731,0.5244,Defasagem(−0.30) | IPV(+0.23) | Idade(+0.19),Médio,0.4692
RA-777,Aluno-777,2,Ametista,7.563515408100001,0.6088,0.6498,0.418,0.4319,0.5235,Defasagem(−0.42) | Idade(+0.22) | IAA_decile_fase(+0.20),Médio,0.5731
RA-955,Aluno-955,1,Agata,6.245452381,0.6468,0.6292,0.2689,0.2736,0.5234,IPV(+0.27) | Idade(+0.25) | gap_Mat_Por(−0.16),Médio,0.562
RA-360,Aluno-360,3,Agata,6.293175689166667,0.6467,0.5721,0.8527,0.6968,0.5226,IPV(−0.27) | Ing(−0.25) | IAA_decile_fase(+0.18),Médio,0.4865
RA-251,Aluno-251,5,Agata,6.7135006212,0.6704,0.6876,0.6357,0.5183,0.5223,Idade(+0.23) | age_fase_excess(+0.20) | Defasagem(−0.15),Médio,0.5639
RA-1533,Aluno-1533,3,Topázio,9.089828985533336,0.5213,0.5289,0.4158,0.3136,0.5221,Defasagem(−0.35) | IPV_z_faseAno(+0.29) | Idade(+0.21),Médio,0.4289
RA-1229,Aluno-1229,7,Quartzo,4.8238,0.5684,0.5869,0.384,0.2776,0.5217,Defasagem(−0.30) | Idade(+0.19) | age_fase_excess(−0.14),Médio,0.4788
RA-1563,Aluno-1563,4,Ametista,7.604211111133335,0.621,0.5505,0.6973,0.5245,0.5215,IPV(+0.25) | Ing(−0.24) | IPS_z_faseAno(+0.21),Médio,0.4548
RA-202,Aluno-202,5,Ametista,7.3512154762,0.7019,0.6899,0.7843,0.6996,0.5215,Ing(−0.31) | Idade(+0.17) | pedra_delta_2(+0.15),Médio,0.6102
RA-305,Aluno-305,4,Agata,6.693026811600001,0.7056,0.7671,0.7926,0.6992,0.5213,Ing(−0.38) | IPV(−0.26) | Idade(+0.16),Médio,0.7009
RA-680,Aluno-680,2,Quartzo,4.9800714287000005,0.5811,0.5898,0.279,0.2982,0.5212,IPV(−0.18) | Idade(+0.17) | age_fase_excess(−0.16),Médio,0.4643
RA-493,Aluno-493,3,Ametista,7.464325,0.6199,0.6188,0.3237,0.3697,0.5209,IPS_z_faseAno(+0.26) | Defasagem(−0.20) | Idade(+0.18),Médio,0.5047
RA-1017,Aluno-1017,2,Ametista,7.345521428500001,0.5362,0.5547,0.78,0.5738,0.5205,Defasagem(−0.31) | Idade(+0.18) | IAA_decile_fase(−0.17),Médio,0.4635
RA-244,Aluno-244,5,Topázio,8.7225,0.6226,0.6657,0.6571,0.5353,0.5204,Defasagem(−0.44) | IPV(+0.18) | pedra_delta_1(+0.17),Médio,0.5136
RA-729,Aluno-729,0,Agata,6.684533333300001,0.5836,0.6651,0.4232,0.3603,0.5202,Idade(+0.19) | FaseIdeal_num(−0.14) | age_fase_excess(−0.14),Médio,0.5085
RA-347,Aluno-347,4,Topázio,8.384742583733333,0.4863,0.5399,0.3603,0.3229,0.5202,Defasagem(−0.39) | Ing(−0.24) | gap_Por_Ing(−0.15),Médio,0.4235
RA-1423,Aluno-1423,1,Agata,6.403450000000001,0.5554,0.5405,0.7344,0.5833,0.5199,IPV(−0.21) | Idade(+0.20) | pedra_delta_1(−0.11),Médio,0.4725
RA-1156,Aluno-1156,4,Agata,6.6777135642,0.5846,0.5154,0.264,0.2749,0.5198,Defasagem(−0.36) | IPS_z_faseAno(+0.26) | Idade(+0.19),Médio,0.4494
RA-1527,Aluno-1527,3,Topázio,8.631675000000001,0.599,0.5148,0.585,0.4132,0.5186,Defasagem(−0.28) | Idade(+0.22) | INDE(+0.17),Médio,0.4065
RA-170,Aluno-170,4,Ametista,7.646383333300001,0.6175,0.6149,0.291,0.3851,0.518,IPV(+0.22) | Ing(−0.19) | Idade(+0.16),Médio,0.491
RA-665,Aluno-665,2,Quartzo,5.698703030200001,0.5694,0.5002,0.5092,0.3946,0.5179,IPV(−0.22) | Idade(+0.18) | Defasagem(−0.12),Médio,0.4148
RA-1409,Aluno-1409,1,Ametista,7.863131818100001,0.5781,0.6034,0.4222,0.3578,0.5175,Idade(+0.20) | gap_Por_Ing(−0.19) | gap_IAA_IEG(+0.15),Médio,0.572
RA-614,Aluno-614,3,Ametista,7.8284999999666685,0.5169,0.4985,0.7062,0.515,0.5168,Ing(−0.31) | Idade(+0.15) | Defasagem(−0.13),Médio,0.3522
RA-1119,Aluno-1119,3,Ametista,7.388266666666667,0.607,0.6191,0.6278,0.5487,0.5166,Ing(−0.24) | Idade(+0.19) | IPV(+0.14),Médio,0.5162
RA-1031,Aluno-1031,1,Agata,6.8757227273,0.5347,0.5602,0.3022,0.2715,0.5163,IPV(−0.24) | Idade(+0.18) | gap_Por_Ing(−0.15),Médio,0.512
RA-57,Aluno-57,7,Ametista,7.4193804302,0.6175,0.592,0.6905,0.5792,0.5163,Defasagem(−0.32) | Idade(+0.19) | IAA_decile_fase(−0.13),Médio,0.4476
RA-672,Aluno-672,1,Quartzo,4.2118138341,0.5518,0.5685,0.3926,0.4055,0.5146,IPV(−0.20) | Idade(+0.19) | age_fase_excess(−0.14),Médio,0.449
RA-1418,Aluno-1418,1,Ametista,7.7352909091000015,0.5197,0.5614,0.4593,0.3615,0.5141,gap_Por_Ing(+0.41) | Idade(+0.19) | IPV(−0.19),Médio,0.4716
RA-1238,Aluno-1238,9,,,0.6232,0.7371,0.2579,0.2516,0.514,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4189
RA-1266,Aluno-1266,9,,,0.6232,0.7371,0.2579,0.2516,0.514,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4189
RA-1267,Aluno-1267,9,,,0.6232,0.7371,0.2582,0.2518,0.514,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4189
RA-1231,Aluno-1231,9,,,0.6237,0.728,0.259,0.2514,0.514,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4138
RA-1268,Aluno-1268,9,,,0.6237,0.728,0.2593,0.2515,0.514,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4138
RA-1258,Aluno-1258,9,,,0.6237,0.728,0.2598,0.2519,0.514,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4138
RA-1232,Aluno-1232,9,,,0.6237,0.728,0.2588,0.2513,0.514,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4138
RA-1233,Aluno-1233,9,,,0.6232,0.7371,0.2582,0.2518,0.514,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4189
RA-1252,Aluno-1252,9,,,0.6232,0.7371,0.2579,0.2516,0.514,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4189
RA-1235,Aluno-1235,9,,,0.6237,0.728,0.2588,0.2513,0.514,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4138
RA-1254,Aluno-1254,9,,,0.6237,0.728,0.2593,0.2515,0.514,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4138
RA-1260,Aluno-1260,9,,,0.6237,0.728,0.2593,0.2515,0.514,Defasagem(−0.32) | Idade(+0.21) | age_fase_excess(+0.19),Médio,0.4138
